,0,1
0,1,1
1,1,2
2,1,3
3,1,4
4,1,5
5,2,5
6,3,5
7,4,5
8,5,5
9,5,4
10,5,3
11,6,3
12,7,3
13,8,3
14,7,3
15,8,3
16,9,3
17,10,3
18,9,3
19,10,3
20,11,3
21,11,2
22,11,1
23,12,1
24,13,1
25,13,2
26,13,3
27,13,4
28,13,5
29,14,5
30,15,5
31,16,5
32,17,5
33,18,5
34,19,5
35,19,4
36,19,3
37,20,3
38,21,3
39,22,3
40,23,3
41,23,4
42,23,5
43,22,5
44,21,5
45,21,6
46,21,5
47,21,6
48,21,7
49,21,6
50,21,7
51,20,7
52,19,7
53,19,8
54,19,9
55,18,9
56,17,9
57,17,10
58,17,11
59,18,11
60,19,11
61,18,11
62,19,11
63,20,11
64,21,11
65,21,10
66,21,9
67,22,9
68,23,9
69,24,9
70,25,9
71,25,8
72,25,7
73,25,6
74,25,7
75,25,6
76,25,5
77,26,5
78,27,5
79,28,5
80,29,5
81,30,5
82,31,5
83,32,5
84,33,5
85,34,5
86,35,5
87,35,6
88,35,7
89,35,6
90,35,7
91,35,6
92,35,7
93,34,7
94,33,7
95,33,8
96,33,9
97,32,9
98,31,9
99,30,9
100,29,9
101,29,8
102,29,7
103,30,7
104,31,7
105,30,7
106,31,7
107,30,7
108,31,7
109,30,7
110,31,7
111,30,7
112,31,7
113,30,7
114,31,7
115,30,7
116,31,7
117,30,7
118,31,7
119,30,7
120,31,7
121,30,7
122,31,7
123,30,7
124,29,7
125,28,7
126,27,7
127,27,8
128,27,9
129,27,10
130,27,11
131,27,10
132,27,11
133,27,12
134,27,13
135,28,13
136,29,13
137,29,14
138,29,15
139,28,15
140,27,15
141,26,15
142,25,15
143,24,15
144,23,15
145,23,14
146,23,13
147,22,13
148,21,13
149,21,14
150,21,15
151,20,15
152,19,15
153,19,16
154,19,17
155,18,17
156,17,17
157,16,17
158,15,17
159,14,17
160,13,17
161,12,17
162,11,17
163,11,16
164,11,15
165,11,14
166,11,13
167,10,13
168,11,13
169,10,13
170,9,13
171,9,14
172,9,15
173,9,14
174,9,15
175,8,15
176,7,15
177,7,16
178,7,17
179,7,18
180,7,19
181,8,19
182,9,19
183,9,20
184,9,21
185,8,21
186,7,21
187,6,21
188,7,21
189,6,21
190,5,21
191,6,21
192,5,21
193,6,21
194,5,21
195,5,20
196,5,21
197,5,20
198,5,21
199,5,20
200,5,19
201,5,20
202,5,19
203,4,19
204,5,19
205,4,19
206,3,19
207,4,19
208,3,19
209,3,18
210,3,17
211,3,16
212,3,15
213,3,16
214,3,15
215,2,15
216,1,15
