,0,1
0,1,1
1,2,1
2,3,1
3,2,1
4,3,1
5,2,1
6,3,1
7,2,1
8,3,1
9,2,1
10,1,1
11,2,1
12,1,1
13,1,2
14,1,1
15,1,2
16,1,3
17,1,4
18,1,3
19,1,4
20,1,5
21,1,4
22,1,5
23,1,4
24,1,5
25,2,5
26,3,5
27,2,5
28,3,5
29,4,5
30,3,5
31,4,5
32,5,5
33,5,4
34,5,3
35,4,3
36,5,3
37,4,3
38,3,3
39,4,3
40,3,3
41,4,3
42,3,3
43,4,3
44,3,3
45,4,3
46,5,3
47,6,3
48,7,3
49,8,3
50,7,3
51,8,3
52,9,3
53,8,3
54,9,3
55,10,3
56,11,3
57,11,2
58,11,3
59,11,2
60,11,1
61,12,1
62,13,1
63,13,2
64,13,1
65,13,2
66,13,3
67,13,2
68,13,3
69,13,4
70,13,5
71,14,5
72,15,5
73,16,5
74,15,5
75,16,5
76,15,5
77,16,5
78,17,5
79,18,5
80,17,5
81,18,5
82,19,5
83,18,5
84,19,5
85,18,5
86,19,5
87,19,4
88,19,5
89,19,4
90,19,3
91,19,4
92,19,3
93,20,3
94,21,3
95,20,3
96,21,3
97,20,3
98,21,3
99,22,3
100,23,3
101,22,3
102,23,3
103,23,4
104,23,5
105,23,4
106,23,5
107,22,5
108,23,5
109,22,5
110,23,5
111,22,5
112,21,5
113,21,6
114,21,5
115,21,6
116,21,7
117,20,7
118,21,7
119,20,7
120,19,7
121,19,8
122,19,9
123,19,8
124,19,9
125,18,9
126,19,9
127,18,9
128,19,9
129,19,8
130,19,7
131,19,8
132,19,9
133,18,9
134,17,9
135,18,9
136,17,9
137,17,10
138,17,11
139,18,11
140,17,11
141,18,11
142,17,11
143,18,11
144,19,11
145,20,11
146,21,11
147,20,11
148,21,11
149,21,10
150,21,11
151,21,10
152,21,9
153,22,9
154,23,9
155,24,9
156,25,9
157,24,9
158,25,9
159,25,8
160,25,9
161,25,8
162,25,7
163,25,8
164,25,7
165,25,8
166,25,9
167,24,9
168,23,9
169,24,9
170,25,9
171,25,8
172,25,7
173,25,6
174,25,7
175,24,7
176,23,7
177,24,7
178,23,7
179,24,7
180,25,7
181,25,8
182,25,7
183,25,8
184,25,9
185,24,9
186,23,9
187,24,9
188,25,9
189,25,8
190,25,7
191,25,6
192,25,5
193,26,5
194,25,5
195,26,5
196,27,5
197,28,5
198,29,5
199,30,5
200,31,5
201,30,5
202,31,5
203,32,5
204,33,5
205,32,5
206,31,5
207,30,5
208,31,5
209,32,5
210,33,5
211,34,5
212,35,5
213,34,5
214,35,5
215,34,5
216,35,5
217,35,6
218,35,5
219,35,6
220,35,5
221,34,5
222,33,5
223,34,5
224,35,5
225,35,6
226,35,7
227,35,6
228,35,7
229,34,7
230,35,7
231,35,6
232,35,7
233,34,7
234,33,7
235,34,7
236,33,7
237,34,7
238,33,7
239,33,8
240,33,7
241,33,8
242,33,9
243,33,8
244,33,9
245,32,9
246,31,9
247,30,9
248,31,9
249,30,9
250,29,9
251,29,8
252,29,9
253,29,8
254,29,7
255,28,7
256,27,7
257,27,8
258,27,9
259,27,8
260,27,9
261,27,10
262,27,11
263,27,12
264,27,13
265,28,13
266,29,13
267,28,13
268,29,13
269,29,14
270,29,15
271,29,14
272,29,15
273,28,15
274,29,15
275,28,15
276,27,15
277,28,15
278,27,15
279,26,15
280,27,15
281,26,15
282,25,15
283,24,15
284,23,15
285,24,15
286,23,15
287,23,14
288,23,15
289,23,14
290,23,13
291,22,13
292,23,13
293,23,14
294,23,13
295,24,13
296,23,13
297,24,13
298,25,13
299,24,13
300,25,13
301,25,12
302,25,11
303,25,12
304,25,13
305,25,12
306,25,11
307,24,11
308,23,11
309,24,11
310,25,11
311,24,11
312,23,11
313,24,11
314,25,11
315,25,12
316,25,11
317,24,11
318,23,11
319,24,11
320,23,11
321,24,11
322,25,11
323,25,12
324,25,13
325,25,12
326,25,11
327,24,11
328,23,11
329,24,11
330,25,11
331,25,12
332,25,13
333,24,13
334,25,13
335,25,12
336,25,11
337,24,11
338,23,11
339,24,11
340,23,11
341,24,11
342,25,11
343,25,12
344,25,11
345,24,11
346,23,11
347,24,11
348,25,11
349,25,12
350,25,13
351,24,13
352,23,13
353,24,13
354,23,13
355,23,14
356,23,15
357,24,15
358,25,15
359,24,15
360,23,15
361,23,14
362,23,13
363,23,14
364,23,15
365,24,15
366,25,15
367,24,15
368,25,15
369,26,15
370,25,15
371,24,15
372,23,15
373,23,14
374,23,13
375,24,13
376,25,13
377,24,13
378,23,13
379,22,13
380,21,13
381,22,13
382,21,13
383,21,14
384,21,15
385,20,15
386,19,15
387,20,15
388,19,15
389,19,16
390,19,17
391,18,17
392,19,17
393,18,17
394,17,17
395,18,17
396,17,17
397,18,17
398,19,17
399,19,16
400,19,17
401,18,17
402,19,17
403,19,16
404,19,17
405,19,16
406,19,17
407,18,17
408,17,17
409,18,17
410,17,17
411,16,17
412,17,17
413,16,17
414,17,17
415,16,17
416,15,17
417,16,17
418,15,17
419,14,17
420,13,17
421,14,17
422,13,17
423,12,17
424,13,17
425,12,17
426,11,17
427,11,16
428,11,17
429,11,16
430,11,15
431,11,16
432,11,15
433,11,14
434,11,15
435,11,14
436,11,13
437,11,14
438,11,13
439,10,13
440,9,13
441,9,14
442,9,15
